,total_sqft,bath,price,location,bhk
8086,1200.0,3.0,74.0,Rasta Peth,3
8093,665.0,1.0,46.08,Rasta Peth,1
8096,1190.0,2.0,75.0,Rasta Peth,2
8099,1150.0,2.0,70.0,Rasta Peth,2
8101,1365.0,2.0,75.08,Rasta Peth,3
8103,2790.0,4.0,198.0,Rasta Peth,4
8111,525.0,1.0,30.0,Rasta Peth,1
8112,1047.0,2.0,83.0,Rasta Peth,2
8115,1750.0,3.0,150.0,Rasta Peth,3
8116,1556.0,3.0,86.0,Rasta Peth,3
8117,2106.0,3.0,148.0,Rasta Peth,3
8118,2500.0,8.0,95.0,Rasta Peth,8
8119,2145.0,3.0,180.0,Rasta Peth,3
8122,1780.0,3.0,110.0,Rasta Peth,3
8125,1296.0,2.0,89.0,Rasta Peth,2
8129,705.0,1.0,57.0,Rasta Peth,1
8130,1370.0,2.0,90.0,Rasta Peth,3
8131,1550.0,2.0,89.0,Rasta Peth,3
8134,1309.0,2.0,80.0,Rasta Peth,2
8137,700.0,1.0,35.0,Rasta Peth,1
8141,2500.0,5.0,181.0,Rasta Peth,4
8142,1455.0,3.0,75.0,Rasta Peth,3
8144,1354.0,2.0,98.0,Rasta Peth,3
8148,1590.0,2.0,85.0,Rasta Peth,3
8149,1350.0,2.0,85.0,Rasta Peth,2
8150,1025.0,2.0,65.0,Rasta Peth,2
8152,905.0,2.0,55.0,Rasta Peth,2
8153,1600.0,3.0,130.0,Rasta Peth,3
8158,525.0,2.0,27.0,Rasta Peth,1
8161,1320.0,2.0,110.0,Rasta Peth,2
8162,1270.0,2.0,80.0,Rasta Peth,2
8165,1650.0,3.0,135.0,Rasta Peth,3
8167,1594.0,3.0,140.0,Rasta Peth,3
8168,1600.0,3.0,102.0,Rasta Peth,3
8169,1223.0,2.0,93.0,Rasta Peth,2
8171,1569.0,3.0,101.0,Raviwar Peth,3
8172,1060.0,2.0,60.0,Raviwar Peth,2
8173,1035.0,2.0,49.2,Raviwar Peth,2
8174,1308.0,2.0,89.04,Raviwar Peth,2
8176,1350.0,2.0,54.0,Raviwar Peth,2
8177,656.0,2.0,22.0,Raviwar Peth,2
8178,3761.0,3.0,660.0,Raviwar Peth,3
8179,2825.0,4.0,250.0,Raviwar Peth,4
8181,1128.0,2.0,105.0,Raviwar Peth,2
8183,1355.0,3.0,83.87,Raviwar Peth,3
8185,1272.0,2.0,95.05,Raviwar Peth,2
8186,520.0,1.0,19.5,Raviwar Peth,1
8187,1170.0,2.0,86.0,Raviwar Peth,2
8188,1205.0,2.0,58.0,Raviwar Peth,2
8189,1200.0,2.0,45.0,Raviwar Peth,2
8190,896.0,2.0,43.75,Raviwar Peth,2
8191,1571.0,3.0,89.0,Raviwar Peth,3
8192,1105.0,2.0,38.67,Raviwar Peth,2
8193,1893.0,3.0,140.0,Raviwar Peth,3
8194,1063.0,2.0,31.9,Raviwar Peth,2
8196,965.0,2.0,42.5,Raviwar Peth,2
8197,1750.0,3.0,100.0,Raviwar Peth,3
8198,1745.0,3.0,115.0,Raviwar Peth,3
8199,630.0,1.0,35.0,Raviwar Peth,2
8201,1445.0,2.0,125.0,Raviwar Peth,3
8202,3640.0,4.0,275.0,Raviwar Peth,4
8203,1351.0,2.0,70.0,Raviwar Peth,2
8204,1200.0,3.0,95.0,Raviwar Peth,4
8205,1140.0,2.0,38.55,Raviwar Peth,2
8206,1850.0,3.0,150.0,Raviwar Peth,3
8208,1000.0,2.0,35.0,Raviwar Peth,2
8209,1205.0,2.0,40.0,Raviwar Peth,2
8210,1070.0,2.0,50.0,Raviwar Peth,2
8212,1627.86,3.0,88.0,Raviwar Peth,3
8213,1200.0,3.0,95.75,Raviwar Peth,3
8214,1355.0,2.0,95.0,Raviwar Peth,2
8215,3500.0,3.0,198.0,Raviwar Peth,3
8216,4500.0,9.0,500.0,Raviwar Peth,9
8217,2700.0,5.0,175.0,Raviwar Peth,3
8218,1365.0,3.0,60.0,Raviwar Peth,2
8219,1100.0,2.0,44.0,Raviwar Peth,2
8220,1065.0,2.0,58.0,Raviwar Peth,2
8221,2100.0,3.0,120.0,Raviwar Peth,3
8224,2700.0,4.0,260.0,Raviwar Peth,4
8226,984.0,2.0,45.91,Raviwar Peth,2
8227,1484.0,3.0,79.19,Raviwar Peth,3
8228,1566.0,2.0,180.0,Raviwar Peth,2
8229,1466.0,2.0,71.0,Raviwar Peth,2
8230,918.0,2.0,50.0,Raviwar Peth,2
8232,750.0,2.0,35.5,Raviwar Peth,2
8234,960.0,2.0,58.0,Raviwar Peth,2
8235,1112.0,2.0,68.0,Raviwar Peth,2
8238,1333.0,2.0,100.0,Raviwar Peth,2
8239,1050.0,2.0,63.5,Raviwar Peth,2
8240,3800.0,3.0,325.0,Raviwar Peth,4
8242,1700.0,3.0,150.0,Raviwar Peth,3
8243,1251.0,2.0,50.0,Raviwar Peth,2
8244,2425.0,5.0,201.0,Raviwar Peth,4
8245,1790.0,3.0,120.0,Raviwar Peth,3
8246,2251.0,4.0,370.0,Raviwar Peth,3
8247,2900.0,4.0,200.0,Raviwar Peth,4
8249,1200.0,2.0,67.0,Raviwar Peth,2
8250,840.0,2.0,28.0,Raviwar Peth,2
8251,1195.0,2.0,62.38,Raviwar Peth,2
8252,1200.0,2.0,30.0,Raviwar Peth,2
8254,935.0,2.0,32.72,Raviwar Peth,2
8255,1200.0,1.0,200.0,Raviwar Peth,2
8256,1145.0,2.0,46.0,Raviwar Peth,2
8258,1100.0,2.0,49.5,Raviwar Peth,2
8260,3300.0,9.0,450.0,Raviwar Peth,10
8261,1120.0,2.0,36.0,Raviwar Peth,2
8262,1600.0,3.0,130.0,Raviwar Peth,3
8263,1340.0,2.0,66.33,Raviwar Peth,2
8264,703.0,2.0,49.5,Raviwar Peth,2
8265,5000.0,5.0,325.0,Raviwar Peth,4
8266,1156.0,2.0,52.0,Raviwar Peth,2
8267,2597.0,4.0,189.0,Raviwar Peth,4
8268,708.0,2.0,31.15,Raviwar Peth,2
8269,1375.0,2.0,75.0,Raviwar Peth,3
8270,938.0,1.0,50.0,Raviwar Peth,1
8271,850.0,2.0,27.0,Raviwar Peth,2
8273,1300.0,2.0,75.0,Raviwar Peth,2
8274,935.0,2.0,40.0,Raviwar Peth,2
8275,1750.0,3.0,172.0,Raviwar Peth,3
8276,2774.0,4.0,208.0,Raviwar Peth,4
8277,2312.0,3.0,156.0,Raviwar Peth,3
8279,1100.0,2.0,75.0,Raviwar Peth,2
8280,975.0,2.0,55.0,Raviwar Peth,2
8281,1692.0,3.0,108.0,Raviwar Peth,3
8282,1320.0,2.0,50.0,Raviwar Peth,2
8283,992.0,2.0,70.0,Raviwar Peth,2
8284,2475.0,4.0,300.0,Raviwar Peth,3
8285,850.0,1.0,37.32,Raviwar Peth,1
8286,1277.0,2.0,79.89,Raviwar Peth,2
8287,850.0,2.0,25.4,Raviwar Peth,2
8288,1650.0,3.0,140.0,Raviwar Peth,3
8289,1140.0,2.0,50.66,Raviwar Peth,2
8290,1200.0,2.0,66.0,Raviwar Peth,3
8291,1270.0,2.0,110.0,Raviwar Peth,2
8292,1180.0,2.0,55.0,Raviwar Peth,2
8294,2093.0,4.0,134.0,Raviwar Peth,4
8295,1615.0,2.0,150.0,Raviwar Peth,3
8296,1240.0,2.0,70.0,Sadashiv Peth,2
8299,1200.0,3.0,90.0,Sadashiv Peth,3
8300,1620.0,3.0,98.0,Sadashiv Peth,3
8303,1339.0,2.0,75.0,Sadashiv Peth,2
8309,4000.0,5.0,212.0,Sadashiv Peth,4
8310,1193.0,2.0,86.0,Sadashiv Peth,2
8312,1180.0,2.0,65.0,Sadashiv Peth,2
8313,1031.0,2.0,55.0,Sadashiv Peth,2
8316,1200.0,2.0,83.0,Sadashiv Peth,2
8319,660.0,1.0,54.0,Sadashiv Peth,1
8323,1693.0,3.0,108.0,Sadashiv Peth,3
8324,1355.0,3.0,83.87,Sadashiv Peth,3
8325,1336.0,2.0,100.0,Sadashiv Peth,2
8326,525.0,1.0,30.0,Sadashiv Peth,1
8327,1490.0,2.0,88.0,Sadashiv Peth,3
8328,1865.0,4.0,140.0,Sadashiv Peth,3
8329,2400.0,2.0,160.0,Sadashiv Peth,2
8330,1355.0,3.0,83.87,Sadashiv Peth,3
8331,1000.0,2.0,58.0,Sadashiv Peth,2
8334,1810.0,4.0,148.0,Sadashiv Peth,3
8335,833.0,1.0,49.0,Sadashiv Peth,1
8339,1263.0,2.0,107.0,Sadashiv Peth,2
8340,1520.0,2.0,96.0,Sadashiv Peth,3
8343,1300.0,2.0,89.76,Sadashiv Peth,2
8344,760.0,1.0,24.9,Sadashiv Peth,1
8345,2257.0,3.0,159.0,Sadashiv Peth,3
8346,1500.0,2.0,90.0,Sadashiv Peth,3
8347,1200.0,2.0,76.0,Sadashiv Peth,2
8348,1305.0,2.0,99.0,Sadashiv Peth,2
8350,1630.0,3.0,95.1,Sadashiv Peth,3
8352,1455.0,2.0,98.0,Sadashiv Peth,3
8353,1515.0,3.0,90.0,Sadashiv Peth,3
8356,2060.0,3.0,150.0,Sadashiv Peth,3
8357,907.0,1.0,38.0,Sadashiv Peth,1
8360,1800.0,4.0,145.0,Sadashiv Peth,4
8361,1595.0,3.0,88.0,Sadashiv Peth,3
8362,4260.0,4.0,333.0,Sadashiv Peth,4
8368,1465.0,3.0,90.0,Sadashiv Peth,2
8370,2700.0,4.0,175.0,Sadashiv Peth,4
8371,3450.0,4.0,208.0,Sadashiv Peth,3
8372,1050.0,2.0,77.0,Sadashiv Peth,2
8373,2317.0,4.0,140.0,Sadashiv Peth,3
8374,700.0,2.0,35.0,Sadashiv Peth,2
8377,1101.0,2.0,66.0,Sadashiv Peth,2
8378,700.0,2.0,41.0,Sadashiv Peth,2
8379,1465.0,2.0,88.0,Sadashiv Peth,3
8381,1826.0,3.0,130.0,Sadashiv Peth,3
8382,3560.0,5.0,318.0,Sadashiv Peth,4
8383,1172.0,2.0,75.0,Sadashiv Peth,2
8385,1389.0,2.0,94.0,Sadashiv Peth,2
8390,1211.0,2.0,63.0,Sadashiv Peth,2
8391,1200.0,2.0,120.0,Sadashiv Peth,2
8392,1820.0,3.0,99.0,Sadashiv Peth,3
8393,1600.0,2.0,110.0,Sadashiv Peth,3
8396,1220.0,2.0,65.0,Sadashiv Peth,2
8397,1009.0,2.0,56.0,Sadashiv Peth,2
8400,827.5,1.0,42.535,Sadashiv Peth,1
8405,1930.0,4.0,120.0,Sadashiv Peth,3
8409,1636.0,3.0,88.0,Sadashiv Peth,3
8410,645.0,1.0,16.45,Sadashiv Peth,1
8411,1313.0,2.0,68.0,Sadashiv Peth,2
8414,6000.0,8.0,215.0,Sadashiv Peth,8
8415,2089.0,3.0,140.0,Sahakar Nagar,3
8417,950.0,2.0,46.96,Sahakar Nagar,2
8418,1128.0,2.0,60.0,Sahakar Nagar,2
8419,1150.0,2.0,52.0,Sahakar Nagar,2
8421,1420.0,2.0,75.0,Sahakar Nagar,2
8422,1339.0,2.0,55.0,Sahakar Nagar,2
8423,820.0,2.0,39.0,Sahakar Nagar,2
8425,1010.0,2.0,51.0,Sahakar Nagar,2
8426,980.0,2.0,40.0,Sahakar Nagar,2
8428,850.0,2.0,25.4,Sahakar Nagar,2
8429,950.0,2.0,39.0,Sahakar Nagar,2
8430,1050.0,2.0,77.0,Sahakar Nagar,2
8431,1485.0,2.0,90.0,Sahakar Nagar,2
8433,830.0,2.0,34.0,Sahakar Nagar,2
8434,3500.0,4.0,350.0,Sahakar Nagar,4
8435,1452.55,2.0,110.0,Sahakar Nagar,2
8436,1447.0,2.0,75.97,Sahakar Nagar,2
8437,1036.0,2.0,105.0,Sahakar Nagar,2
8438,960.0,2.0,32.0,Sahakar Nagar,2
8440,1515.0,2.0,80.91,Sahakar Nagar,3
8441,1160.0,2.0,41.75,Sahakar Nagar,2
8442,3900.0,3.0,300.0,Sahakar Nagar,3
8443,673.0,1.0,36.85,Sahakar Nagar,1
8444,1200.0,2.0,98.0,Sahakar Nagar,3
8445,620.0,1.0,25.0,Sahakar Nagar,2
8446,1150.0,2.0,40.0,Sahakar Nagar,2
8447,1000.0,2.0,48.5,Sahakar Nagar,2
8448,1007.0,2.0,65.0,Sahakar Nagar,2
8449,3004.0,4.0,285.0,Sahakar Nagar,4
8450,440.0,1.0,35.0,Sahakar Nagar,1
8451,1500.0,2.0,30.0,Sahakar Nagar,2
8452,1730.0,3.0,140.0,Sahakar Nagar,3
8454,830.0,2.0,37.0,Sahakar Nagar,2
8456,1350.0,2.0,80.99,Sahakar Nagar,3
8457,1265.0,2.0,78.0,Sahakar Nagar,2
8458,1335.0,2.0,67.0,Sahakar Nagar,2
8459,1246.0,2.0,65.4,Sahakar Nagar,2
8460,900.0,2.0,55.0,Sahakar Nagar,2
8461,1302.5,2.0,44.285,Sahakar Nagar,2
8462,1200.0,1.0,65.0,Sahakar Nagar,2
8463,2159.0,3.0,110.0,Sahakar Nagar,3
8465,1256.0,2.0,62.8,Sahakar Nagar,2
8467,1205.0,2.0,70.0,Sahakar Nagar,2
8468,1830.0,4.0,150.0,Sahakar Nagar,3
8469,1430.0,2.0,78.65,Sahakar Nagar,3
8470,1716.0,2.0,115.0,Sahakar Nagar,3
8471,1210.0,2.0,74.0,Sahakar Nagar,2
8472,1136.0,2.0,64.5,Sahakar Nagar,2
8473,1194.0,2.0,55.0,Sahakar Nagar,2
8474,778.0,2.0,25.29,Sahakar Nagar,2
8475,6136.0,4.0,550.0,Sahakar Nagar,4
8476,1350.0,2.0,102.0,Sahakar Nagar,2
8477,1950.0,6.0,175.0,Sahakar Nagar,5
8479,1080.0,2.0,45.0,Sahakar Nagar,2
8480,1200.0,2.0,75.0,Sahakar Nagar,2
8482,1200.0,2.0,45.0,Sahakar Nagar,2
8483,1196.0,2.0,40.54,Sahakar Nagar,2
8484,1050.0,2.0,52.5,Sahakar Nagar,2
8486,600.0,1.0,45.0,Sahakar Nagar,1
8487,812.0,2.0,38.25,Sahakar Nagar,2
8488,1125.0,2.0,47.0,Sahakar Nagar,2
8489,1030.0,2.0,35.0,Sahakar Nagar,2
8490,1350.0,2.0,105.0,Sahakar Nagar,3
8491,1216.0,2.0,72.5,Sahakar Nagar,2
8492,1346.0,2.0,100.0,Sahakar Nagar,3
8493,1198.0,2.0,65.0,Sahakar Nagar,2
8494,1314.0,2.0,60.0,Sahakar Nagar,2
8495,890.0,2.0,27.0,Sahakar Nagar,2
8496,900.0,2.0,55.0,Sahakar Nagar,2
8497,1935.0,3.0,102.0,Sahakar Nagar,3
8498,1246.0,2.0,69.0,Sahakar Nagar,2
8501,1300.0,2.0,69.23,Sahakar Nagar,2
8502,1276.0,2.0,76.0,Sahakar Nagar,2
8504,3092.0,4.0,230.0,Sahakar Nagar,4
8505,1904.0,3.0,129.0,Sahakar Nagar,3
8506,925.0,2.0,46.25,Sahakar Nagar,2
8507,1140.0,2.0,33.84,Sahakar Nagar,2
8508,2439.0,4.0,170.0,Sahakar Nagar,4
8509,1250.0,2.0,62.0,Sahakar Nagar,2
8510,509.0,1.0,20.0,Sahakar Nagar,1
8511,1197.0,2.0,77.0,Sahakar Nagar,2
8512,1470.0,2.0,102.0,Sahakar Nagar,3
8513,1075.0,2.0,53.7,Sahakar Nagar,2
8514,1175.0,2.0,70.0,Sahakar Nagar,2
8515,1100.0,2.0,72.0,Sahakar Nagar,3
8517,1110.0,2.0,46.0,Sahakar Nagar,2
8518,1115.0,2.0,50.0,Sahakar Nagar,2
8519,1804.0,3.0,155.0,Sahakar Nagar,3
8520,893.0,2.0,34.5,Sahakar Nagar,2
8521,900.0,2.0,40.0,Sahakar Nagar,2
8522,1653.0,3.0,85.0,Sahakar Nagar,3
8523,1315.0,2.0,74.0,Sahakar Nagar,2
8524,700.0,2.0,36.0,Sahakar Nagar,2
8525,1932.47,3.0,183.0,Sahakar Nagar,3
8526,1100.0,2.0,50.0,Sahakar Nagar,2
8527,2100.0,3.0,190.0,Sahakar Nagar,3
8529,1140.0,2.0,39.0,Sahakar Nagar,2
8531,450.0,1.0,11.0,Salunke Vihar,1
8533,500.0,1.0,18.5,Salunke Vihar,1
8534,5000.0,9.0,360.0,Salunke Vihar,11
8536,1500.0,3.0,150.0,Salunke Vihar,3
8537,600.0,1.0,60.0,Salunke Vihar,1
8539,1800.0,4.0,187.0,Salunke Vihar,5
8540,1250.0,2.0,68.75,Salunke Vihar,3
8541,1192.0,2.0,75.0,Salunke Vihar,2
8542,5000.0,4.0,400.0,Salunke Vihar,4
8543,1070.0,2.0,56.1,Salunke Vihar,2
8547,1200.0,2.0,70.0,Salunke Vihar,2
8550,1109.0,2.0,60.0,Salunke Vihar,2
8552,600.0,2.0,36.5,Salunke Vihar,2
8553,2357.0,3.0,151.0,Salunke Vihar,3
8554,1229.0,3.0,86.03,Salunke Vihar,3
8556,1100.0,2.0,70.0,Salunke Vihar,2
8557,1690.0,3.0,100.0,Salunke Vihar,3
8558,1332.0,2.0,79.0,Salunke Vihar,2
8559,1332.0,2.0,86.12,Salunke Vihar,3
8564,2113.0,3.0,155.0,Salunke Vihar,3
8568,975.0,2.0,63.0,Salunke Vihar,2
8570,435.0,1.0,19.5,Salunke Vihar,1
8578,1330.0,2.0,107.0,Salunke Vihar,2
8579,540.0,1.0,22.5,Salunke Vihar,1
8580,1194.0,2.0,65.0,Salunke Vihar,2
8582,1056.0,2.0,68.0,Salunke Vihar,2
8583,1602.0,2.0,104.0,Salunke Vihar,2
8584,1864.0,3.0,140.0,Salunke Vihar,3
8585,914.0,2.0,55.0,Salunke Vihar,2
8587,1310.0,3.0,95.0,Salunke Vihar,4
8588,1200.0,2.0,80.0,Salunke Vihar,2
8589,1698.0,3.0,107.0,Salunke Vihar,3
8592,1150.0,2.0,62.0,Salunke Vihar,3
8594,2470.0,4.0,203.0,Salunke Vihar,4
8595,5000.0,4.0,425.0,Salunke Vihar,4
8596,1128.0,2.0,64.0,Salunke Vihar,2
8598,1600.0,3.0,90.0,Salunke Vihar,3
8599,693.0,1.0,27.375,Salunke Vihar,1
8601,1504.0,2.0,83.0,Salunke Vihar,3
8603,1499.0,3.0,89.0,Salunke Vihar,3
8604,1740.0,3.0,120.0,Salunke Vihar,3
8607,1145.0,2.0,63.0,Salunke Vihar,2
8608,1935.0,4.0,122.0,Salunke Vihar,3
8609,1900.0,2.0,120.0,Salunke Vihar,3
8612,1856.0,3.0,106.0,Salunke Vihar,3
8614,1745.0,3.0,98.0,Salunke Vihar,3
8615,1100.0,2.0,68.0,Salunke Vihar,2
8618,1718.0,3.0,130.0,Salunke Vihar,3
8619,1930.0,4.0,122.0,Salunke Vihar,3
8620,1205.0,2.0,73.87,Salunke Vihar,2
8621,2826.0,3.0,148.0,Salunke Vihar,3
8625,1852.0,4.0,122.0,Salunke Vihar,3
8626,1232.0,2.0,69.61,Salunke Vihar,2
8628,1527.0,3.0,115.0,Salunke Vihar,3
8629,1080.0,2.0,60.0,Salunke Vihar,3
8631,1200.0,3.0,68.0,Salunke Vihar,3
8635,800.0,1.0,45.0,Salunke Vihar,2
8636,720.0,1.0,33.0,Salunke Vihar,1
8637,2400.0,3.0,140.0,Salunke Vihar,4
8638,654.0,1.0,49.0,Salunke Vihar,1
8639,925.0,2.0,68.0,Salunke Vihar,2
8641,2086.0,3.0,160.0,Salunke Vihar,3
8642,1508.0,3.0,77.0,Salunke Vihar,3
8643,1150.0,2.0,40.0,Sasson Road,2
8644,1152.0,2.0,64.5,Sasson Road,2
8645,700.0,1.0,26.0,Sasson Road,2
8646,1075.0,2.0,52.0,Sasson Road,2
8647,2450.0,3.0,120.0,Sasson Road,3
8648,950.0,2.0,40.0,Sasson Road,2
8650,1198.0,2.0,58.0,Sasson Road,2
8651,1799.0,3.0,90.0,Sasson Road,3
8652,1280.0,2.0,58.0,Sasson Road,2
8653,1920.0,3.0,115.0,Sasson Road,3
8655,1200.0,3.0,85.0,Sasson Road,3
8656,1535.0,3.0,95.0,Sasson Road,3
8658,1219.0,2.0,48.0,Sasson Road,2
8660,1476.0,3.0,120.0,Sasson Road,3
8662,530.0,1.0,18.0,Sasson Road,1
8663,2200.0,3.0,180.0,Sasson Road,3
8664,1190.0,2.0,68.0,Sasson Road,2
8665,1075.0,2.0,90.0,Sasson Road,3
8667,1200.0,2.0,49.5,Sasson Road,2
8668,1027.0,2.0,43.0,Sasson Road,2
8669,1050.0,2.0,48.0,Sasson Road,2
8670,1100.0,2.0,70.0,Sasson Road,2
8671,735.0,2.0,35.0,Sasson Road,2
8672,1350.0,2.0,49.0,Sasson Road,2
8674,1255.0,2.0,79.0,Sasson Road,3
8675,900.0,2.0,60.0,Sasson Road,2
8676,1205.47,2.0,81.0,Sasson Road,2
8677,1080.0,2.0,55.0,Sasson Road,2
8678,963.0,2.0,40.0,Sasson Road,2
8679,1100.0,2.0,46.0,Sasson Road,2
8680,1200.0,6.0,70.0,Sasson Road,4
8681,1900.0,4.0,145.0,Sasson Road,3
8682,1436.0,3.0,70.0,Sasson Road,3
8683,1182.0,2.0,82.5,Sasson Road,2
8684,1250.0,2.0,39.0,Sasson Road,2
8685,1200.0,2.0,48.0,Sasson Road,2
8686,1096.0,2.0,48.0,Sasson Road,2
8687,755.0,1.0,42.41,Sasson Road,1
8688,2882.0,5.0,204.0,Sasson Road,4
8689,1590.0,3.0,120.0,Sasson Road,3
8691,1000.0,1.0,75.0,Sasson Road,2
8692,1205.0,2.0,40.0,Sasson Road,2
8693,1974.0,4.0,106.0,Sasson Road,4
8696,1645.0,3.0,100.0,Sasson Road,3
8697,2790.0,5.0,204.0,Sasson Road,4
8698,1130.0,2.0,60.0,Sasson Road,2
8699,2127.0,3.0,135.0,Sasson Road,3
8701,1200.0,2.0,75.0,Sasson Road,2
8702,935.0,2.0,51.5,Sasson Road,2
8704,1660.0,2.0,116.0,Sasson Road,3
8705,638.0,1.0,32.0,Sasson Road,1
8706,1230.0,2.0,70.0,Sasson Road,2
8708,1500.0,4.0,99.0,Sasson Road,3
8709,1631.0,3.0,80.0,Sasson Road,3
8710,900.0,2.0,49.0,Sasson Road,2
8712,2990.0,4.0,240.0,Sasson Road,4
8713,1283.0,2.0,68.0,Sasson Road,2
8715,1200.0,2.0,57.9,Sasson Road,2
8716,1040.0,2.0,41.59,Sasson Road,2
8717,850.0,1.0,35.5,Sasson Road,2
8718,1991.0,3.0,104.0,Sasson Road,3
8719,1250.0,2.0,70.0,Sasson Road,3
8723,656.0,2.0,25.0,Sasson Road,2
8724,1450.0,3.0,75.0,Sasson Road,3
8727,877.0,2.0,29.0,Sasson Road,2
8729,1050.0,2.0,43.5,Sasson Road,2
8730,1000.0,2.0,42.0,Sasson Road,2
8731,1016.0,2.0,45.0,Sasson Road,2
8732,1040.0,2.0,36.84,Sasson Road,2
8733,849.0,2.0,25.4,Sasson Road,2
8734,1180.0,2.0,55.0,Sasson Road,2
8735,1185.0,2.0,42.0,Sasson Road,2
8736,1172.0,2.0,75.0,Sasson Road,2
8737,860.0,2.0,28.93,Sasson Road,2
8738,1190.0,2.0,59.9,Sasson Road,2
8739,825.0,2.0,35.0,Sasson Road,2
8740,1680.0,3.0,112.0,Sasson Road,3
8741,1020.0,2.0,70.0,Sasson Road,2
8742,1164.0,2.0,64.08,Sasson Road,2
8743,458.0,1.0,33.66,Sasson Road,1
8744,957.0,2.0,55.0,Sasson Road,2
8745,1850.0,3.0,150.0,Sasson Road,3
8747,1045.0,2.0,40.65,Sasson Road,2
8748,1704.0,3.0,94.36,Sasson Road,3
8749,410.0,1.0,15.0,Sasson Road,1
8750,985.0,2.0,45.0,Sasson Road,2
8751,970.0,2.0,52.5,Sasson Road,2
8752,1100.0,3.0,53.0,Sasson Road,3
8753,1185.0,2.0,43.5,Sasson Road,2
8754,1235.0,2.0,44.5,Sasson Road,2
8756,3200.0,7.0,150.0,Sasson Road,7
8758,1573.0,3.0,115.0,Sasson Road,3
8759,2087.01,4.0,160.0,Sasson Road,3
8760,1435.0,2.0,115.0,Sasson Road,3
8761,1000.0,2.0,50.0,Sasson Road,2
8762,1165.0,2.0,51.42,Sasson Road,2
8763,1650.0,2.0,130.0,Sasson Road,3
8765,2395.0,4.0,150.0,Sasson Road,3
8766,2511.0,3.0,205.0,Satara Road,3
8768,1804.0,3.0,120.0,Satara Road,3
8770,525.0,1.0,27.25,Satara Road,1
8771,1210.0,2.0,58.0,Satara Road,2
8772,1200.0,3.0,95.0,Satara Road,4
8773,4348.5,2.0,304.0,Satara Road,4
8776,856.0,2.0,40.0,Satara Road,2
8777,2000.0,4.0,120.0,Satara Road,4
8779,1610.0,2.0,111.0,Satara Road,3
8780,1564.0,2.0,92.0,Satara Road,3
8781,1750.0,3.0,84.0,Satara Road,3
8782,1070.0,2.0,55.0,Satara Road,2
8783,1743.0,3.0,85.0,Satara Road,3
8784,1550.0,3.0,110.0,Satara Road,3
8785,950.0,1.0,50.0,Satara Road,1
8787,1139.0,2.0,56.85,Satara Road,2
8789,1370.0,2.0,75.0,Satara Road,3
8792,1365.0,2.0,73.0,Satara Road,2
8793,1570.0,3.0,105.0,Satara Road,3
8797,1500.0,3.0,100.0,Satara Road,3
8798,1530.0,2.0,97.0,Satara Road,3
8799,669.0,1.0,36.85,Satara Road,1
8800,1645.0,3.0,117.0,Satara Road,3
8801,2320.0,3.0,170.0,Satara Road,3
8803,1342.0,2.0,115.0,Satara Road,2
8804,1254.0,2.0,70.0,Satara Road,3
8806,1341.0,2.0,75.76,Satara Road,2
8807,1360.0,2.0,85.0,Satara Road,3
8808,1006.0,2.0,57.0,Satara Road,2
8809,870.0,2.0,65.0,Satara Road,2
8810,2010.0,3.0,125.0,Satara Road,4
8811,1200.0,2.0,60.0,Satara Road,2
8812,1000.0,2.0,53.0,Satara Road,2
8813,2800.0,7.0,250.0,Satara Road,7
8815,2197.0,3.0,136.0,Satara Road,3
8816,1650.0,3.0,101.0,Satara Road,3
8817,1549.0,3.0,80.0,Satara Road,3
8818,1350.0,2.0,75.0,Satara Road,3
8821,525.0,1.0,27.5,Satara Road,1
8822,1830.0,3.0,88.0,Satara Road,3
8824,1035.0,2.0,49.0,Satara Road,2
8829,1779.0,3.0,90.0,Satara Road,3
8830,1645.0,3.0,117.0,Satara Road,3
8832,775.0,1.0,39.0,Satara Road,1
8833,940.0,2.0,56.0,Satara Road,2
8834,400.0,1.0,11.5,Satara Road,1
8835,957.0,2.0,54.5,Satara Road,2
8836,770.0,1.0,70.0,Satara Road,2
8837,1170.0,2.0,59.0,Satara Road,2
8841,400.0,1.0,11.5,Satara Road,1
8842,1816.0,3.0,119.0,Satara Road,3
8843,1290.0,2.0,85.0,Satara Road,2
8844,1555.0,3.0,100.0,Satara Road,3
8845,1441.0,2.0,95.0,Satara Road,3
8849,1007.0,2.0,64.0,Satara Road,2
8850,1128.0,2.0,65.45,Satara Road,2
8851,4025.0,6.0,350.0,Satara Road,4
8852,1500.0,2.0,90.0,Satara Road,2
8853,1310.0,2.0,70.0,Satara Road,3
8854,1410.0,2.0,73.0,Satara Road,2
8856,890.0,2.0,45.0,Satara Road,2
8858,3535.0,4.0,215.0,Satara Road,4
8859,1275.0,2.0,88.0,Satara Road,3
8860,1573.0,3.0,90.0,Satara Road,3
8862,5100.0,7.0,225.0,Satara Road,6
8865,2145.0,3.0,170.0,Satara Road,3
8867,793.0,1.0,40.0,Satara Road,1
8868,2375.0,4.0,189.0,Satara Road,4
8870,1026.0,2.0,60.8,Satara Road,2
8871,5656.0,5.0,499.0,Satara Road,3
8875,1310.0,3.0,63.25,Satara Road,3
8876,1495.0,2.0,78.0,Satara Road,2
8877,2872.0,4.0,183.0,Satara Road,4
8881,1205.0,2.0,66.0,Senapati Bapat Road,2
8884,1100.0,2.0,58.0,Senapati Bapat Road,3
